Topic,Characteristics,Note,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female
Knowledge of languages,        Akan (Twi),,0,,0,,0,,22145,,10810,,11340,
Knowledge of languages,        Bamanankan,,0,,0,,0,,3190,,1660,,1530,
Knowledge of languages,        Edo,,0,,0,,0,,3220,,1510,,1705,
Knowledge of languages,        Ewe,,0,,0,,0,,3000,,1685,,1315,
Knowledge of languages,        Fulah (Pular; Pulaar; Fulfulde),,0,,0,,0,,4725,,2460,,2260,
Knowledge of languages,        Ga,,0,,0,,0,,2250,,1140,,1110,
Knowledge of languages,        Ganda,,0,,0,,0,,2495,,1175,,1320,
Knowledge of languages,        Igbo,,0,,0,,0,,8850,,4710,,4140,
Knowledge of languages,        Lingala,,0,,0,,0,,17010,,7865,,9145,
Knowledge of languages,        Rundi (Kirundi),,0,,0,,10,,8590,,4075,,4515,
Knowledge of languages,        Kinyarwanda (Rwanda),,0,,0,,0,,7860,,3600,,4260,
Knowledge of languages,        Shona,,0,,0,,0,,5425,,2530,,2905,
Knowledge of languages,        Swahili,,20,,10,,10,,38680,,19565,,19115,
Knowledge of languages,        Wolof,,0,,0,,0,,8240,,4455,,3785,
Knowledge of languages,        Yoruba,,0,,0,,0,,22420,,11475,,10940,
Knowledge of languages,        Niger-Congo languages; n.i.e.,,0,,0,,0,,40760,,20375,,20385,
Knowledge of languages,      Nilo-Saharan languages,,0,,0,,0,,7015,,3520,,3495,
Knowledge of languages,        Dinka,,0,,0,,0,,2475,,1280,,1190,
Knowledge of languages,        Nilo-Saharan languages; n.i.e.,,0,,0,,0,,4555,,2240,,2315,
Knowledge of languages,      Sign languages,,40,,20,,25,,48115,,18985,,29130,
Knowledge of languages,        American Sign Language,,40,,15,,25,,21930,,7780,,14155,
Knowledge of languages,        Quebec Sign Language,,0,,0,,0,,4665,,1665,,3005,
Knowledge of languages,        Sign languages; n.i.e.,,0,,0,,0,,22275,,9835,,12440,
Knowledge of languages,      Sino-Tibetan languages,,740,,320,,415,,1430440,,672100,,758340,
Knowledge of languages,        Chinese languages,,740,,315,,420,,1413110,,663465,,749640,
Knowledge of languages,          Cantonese,,350,,145,,200,,699125,,325840,,373285,
Knowledge of languages,          Hakka,,0,,0,,0,,12445,,5555,,6890,
Knowledge of languages,          Mandarin,,360,,145,,215,,814450,,377635,,436815,
Knowledge of languages,          Min Dong,,10,,10,,10,,1045,,440,,600,
Knowledge of languages,          Min Nan (Chaochow; Teochow; Fukien; Taiwanese),,15,,10,,10,,42840,,19005,,23835,
Knowledge of languages,          Wu (Shanghainese),,0,,10,,0,,16530,,7490,,9040,
Knowledge of languages,          Chinese; n.o.s.,,55,,20,,30,,41690,,19995,,21690,
Knowledge of languages,          Chinese languages; n.i.e.,,0,,0,,0,,590,,250,,340,
Knowledge of languages,        Tibeto-Burman languages,,0,,0,,0,,18270,,9100,,9175,
Knowledge of languages,          Burmese,,0,,0,,0,,4995,,2490,,2500,
Knowledge of languages,          Karenic languages,,0,,0,,0,,4895,,2425,,2475,
Knowledge of languages,          Tibetan,,0,,0,,0,,7050,,3555,,3490,
Knowledge of languages,          Tibeto-Burman languages; n.i.e.,,0,,0,,0,,2375,,1160,,1220,
Knowledge of languages,      Tai-Kadai languages,,20,,10,,20,,30400,,13210,,17195,
Knowledge of languages,        Lao,,0,,0,,0,,17235,,8240,,8990,
Knowledge of languages,        Thai,,15,,10,,10,,15390,,5875,,9520,
Knowledge of languages,        Tai-Kadai languages; n.i.e.,,0,,0,,0,,115,,50,,65,
Knowledge of languages,      Turkic languages,,150,,75,,70,,60530,,31585,,28945,
Knowledge of languages,        Azerbaijani,,10,,0,,0,,5450,,2885,,2565,
Knowledge of languages,        Turkish,,135,,65,,65,,50775,,26605,,24165,
Knowledge of languages,        Uyghur,,0,,0,,0,,1385,,685,,700,
Knowledge of languages,        Uzbek,,0,,0,,0,,2465,,1230,,1235,
Knowledge of languages,        Turkic languages; n.i.e.,,0,,0,,0,,1870,,905,,965,
Knowledge of languages,      Uralic languages,,125,,45,,80,,94810,,44270,,50545,
Knowledge of languages,        Estonian,,25,,10,,15,,6070,,2750,,3315,
Knowledge of languages,        Finnish,,0,,0,,0,,17595,,7540,,10050,
Knowledge of languages,        Hungarian,,95,,40,,55,,71285,,34005,,37280,
Knowledge of languages,        Uralic languages; n.i.e.,,0,,0,,0,,25,,10,,10,
Knowledge of languages,      Other languages; n.i.e.,,0,,0,,0,,9730,,5375,,4355,
Citizenship,Total - Citizenship for the population in private households - 25% sample data,45,15170,,7125,,8045,,34460065,,16971580,,17488490,
Citizenship,  Canadian citizens,46,14100,,6680,,7420,,32034590,,15799495,,16235090,
Citizenship,    Canadian citizens aged under 18,,3065,,1580,,1485,,6652795,,3412785,,3240010,
Citizenship,    Canadian citizens aged 18 and over,,11035,,5105,,5935,,25381795,,12386710,,12995080,
Citizenship,  Not Canadian citizens,47,1070,,445,,625,,2425480,,1172085,,1253400,
Immigrant status and period of immigration,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,48,15170,,7130,,8045,,34460065,,16971575,,17488485,
Immigrant status and period of immigration,  Non-immigrants,49,11085,,5355,,5730,,26412610,,13124325,,13288290,
Immigrant status and period of immigration,  Immigrants,50,3860,,1690,,2175,,7540830,,3586495,,3954330,
Immigrant status and period of immigration,    Before 1981,,1425,,605,,825,,1941510,,927795,,1013715,
Immigrant status and period of immigration,    1981 to 1990,,400,,175,,230,,915555,,439245,,476310,
Immigrant status and period of immigration,    1991 to 2000,,655,,260,,390,,1486655,,696720,,789940,
Immigrant status and period of immigration,    2001 to 2010,,865,,410,,455,,1985035,,940570,,1044465,
Immigrant status and period of immigration,      2001 to 2005,,410,,200,,205,,928935,,439890,,489050,
Immigrant status and period of immigration,      2006 to 2010,,455,,210,,250,,1056095,,500680,,555415,
Immigrant status and period of immigration,    2011 to 2016,51,515,,240,,275,,1212075,,582175,,629895,
Immigrant status and period of immigration,  Non-permanent residents,52,225,,85,,135,,506625,,260755,,245870,
Age at immigration,Total - Age at immigration for the immigrant population in private households - 25% sample data,53,3865,,1690,,2175,,7540830,,3586500,,3954335,
Age at immigration,  Under 5 years,,425,,210,,215,,731340,,364165,,367175,
Age at immigration,  5 to 14 years,,830,,390,,445,,1311810,,665870,,645945,
Age at immigration,  15 to 24 years,,695,,300,,395,,1604430,,724430,,880005,
Age at immigration,  25 to 44 years,,1545,,605,,935,,3198920,,1513970,,1684950,
Age at immigration,  45 years and over,,365,,190,,180,,694320,,318060,,376260,
Immigrants by selected place of birth,Total - Selected places of birth for the immigrant population in private households - 25% sample data,54,3865,,1685,,2175,,7540830,,3586495,,3954330,
Immigrants by selected place of birth,  Americas,,620,,275,,345,,1128745,,510650,,618100,
Immigrants by selected place of birth,    Brazil,,10,,0,,10,,29320,,13235,,16080,
Immigrants by selected place of birth,    Colombia,,30,,15,,10,,70035,,32065,,37965,
Immigrants by selected place of birth,    El Salvador,,0,,0,,0,,48080,,23865,,24215,
Immigrants by selected place of birth,    Guyana,,25,,10,,15,,87685,,38940,,48745,
Immigrants by selected place of birth,    Haiti,,0,,0,,0,,93480,,40955,,52525,
Immigrants by selected place of birth,    Jamaica,,65,,40,,20,,138345,,59960,,78390,
Immigrants by selected place of birth,    Mexico,,50,,30,,20,,80585,,37530,,43055,
Immigrants by selected place of birth,    Peru,,0,,0,,10,,29615,,12950,,16665,
Immigrants by selected place of birth,    Trinidad and Tobago,,45,,15,,30,,65040,,29325,,35710,
Immigrants by selected place of birth,    United States,55,290,,130,,165,,253715,,113505,,140215,
Immigrants by selected place of birth,    Other places of birth in Americas,,105,,35,,70,,232850,,108325,,124530,
Immigrants by selected place of birth,  Europe,,1370,,585,,785,,2088410,,1015145,,1073260,
Immigrants by selected place of birth,    Bosnia and Herzegovina,,15,,10,,10,,36135,,18050,,18085,
Immigrants by selected place of birth,    Croatia,,15,,15,,0,,40045,,20005,,20035,
Immigrants by selected place of birth,    France,,85,,20,,65,,105565,,55395,,50170,
Immigrants by selected place of birth,    Germany,,100,,55,,40,,145845,,69525,,76320,
Immigrants by selected place of birth,    Greece,,55,,25,,30,,62715,,31580,,31135,
Immigrants by selected place of birth,    Hungary,,45,,15,,30,,36820,,17945,,18875,
Immigrants by selected place of birth,    Ireland,56,50,,25,,30,,28325,,14355,,13970,
Immigrants by selected place of birth,    Italy,,75,,25,,50,,236640,,118595,,118040,
Immigrants by selected place of birth,    Netherlands,,20,,10,,15,,88475,,45185,,43295,
Immigrants by selected place of birth,    Poland,,70,,40,,35,,146465,,66450,,80020,
Immigrants by selected place of birth,    Portugal,,10,,0,,10,,139450,,68150,,71300,
Immigrants by selected place of birth,    Romania,,75,,20,,50,,90305,,42795,,47510,
Immigrants by selected place of birth,    Russian Federation,,55,,20,,35,,78685,,34265,,44420,
Immigrants by selected place of birth,    Serbia,57,30,,10,,20,,33320,,16325,,17000,
Immigrants by selected place of birth,    Ukraine,,70,,35,,35,,73030,,33360,,39665,
Immigrants by selected place of birth,    United Kingdom,58,415,,185,,230,,499115,,243225,,255890,
Immigrants by selected place of birth,    Other places of birth in Europe,,180,,75,,110,,247470,,119945,,127530,
Immigrants by selected place of birth,  Africa,,210,,95,,110,,637485,,322510,,314970,
Immigrants by selected place of birth,    Algeria,,25,,10,,15,,64620,,33920,,30705,
Immigrants by selected place of birth,    Egypt,,20,,0,,10,,64615,,34125,,30495,
Immigrants by selected place of birth,    Ethiopia,,0,,0,,0,,32790,,15980,,16810,
Immigrants by selected place of birth,    Kenya,,30,,10,,25,,27150,,12810,,14340,
Immigrants by selected place of birth,    Morocco,,20,,0,,15,,69655,,36120,,33535,
Immigrants by selected place of birth,    Nigeria,,0,,0,,0,,42430,,21830,,20600,
Immigrants by selected place of birth,    Somalia,,0,,10,,0,,27230,,12070,,15160,
Immigrants by selected place of birth,    South Africa; Republic of,,70,,40,,35,,44660,,22205,,22460,
Immigrants by selected place of birth,    Other places of birth in Africa,,35,,15,,15,,264320,,133450,,130870,
Immigrants by selected place of birth,  Asia,,1610,,715,,895,,3629160,,1709985,,1919175,
Immigrants by selected place of birth,    Afghanistan,,0,,0,,0,,51955,,26030,,25930,
Immigrants by selected place of birth,    Bangladesh,,10,,0,,0,,58735,,29875,,28865,
Immigrants by selected place of birth,    China,59,290,,110,,180,,649260,,290800,,358460,
Immigrants by selected place of birth,    Hong Kong,60,115,,60,,60,,208940,,98020,,110915,
Immigrants by selected place of birth,    India,,90,,60,,30,,668565,,334030,,334540,
Immigrants by selected place of birth,    Iran,61,310,,160,,150,,154425,,77970,,76455,
Immigrants by selected place of birth,    Iraq,,0,,0,,10,,68485,,34785,,33705,
Immigrants by selected place of birth,    Japan,,15,,0,,10,,27240,,7955,,19285,
Immigrants by selected place of birth,    Korea; South,62,205,,80,,120,,123305,,57170,,66140,
Immigrants by selected place of birth,    Lebanon,,15,,10,,0,,88745,,47295,,41450,
Immigrants by selected place of birth,    Pakistan,,25,,10,,15,,202260,,103225,,99035,
Immigrants by selected place of birth,    Philippines,,215,,65,,145,,588305,,247095,,341210,
Immigrants by selected place of birth,    Sri Lanka,,35,,20,,15,,131995,,64825,,67170,
Immigrants by selected place of birth,    Syria,63,10,,10,,0,,52960,,26595,,26365,
Immigrants by selected place of birth,    Taiwan,,10,,10,,0,,63770,,28170,,35605,
Immigrants by selected place of birth,    Viet Nam,,55,,30,,25,,169250,,78000,,91250,
Immigrants by selected place of birth,    Other places of birth in Asia,,215,,95,,120,,320965,,158150,,162815,
Immigrants by selected place of birth,  Oceania and other places of birth,64,50,,15,,35,,57030,,28210,,28825,
Recent immigrants by selected places of birth,Total - Selected places of birth for the recent immigrant population in private households - 25% sample data,54,515,,240,,275,,1212075,,582180,,629895,
Recent immigrants by selected places of birth,  Americas,,105,,65,,35,,152595,,72870,,79720,
Recent immigrants by selected places of birth,    Brazil,,0,,0,,0,,8500,,4000,,4490,
Recent immigrants by selected places of birth,    Colombia,,0,,0,,0,,15300,,6885,,8415,
Recent immigrants by selected places of birth,    Cuba,,0,,0,,0,,5370,,2545,,2820,
Recent immigrants by selected places of birth,    Haiti,,0,,0,,0,,19985,,9160,,10830,
Recent immigrants by selected places of birth,    Jamaica,,10,,10,,0,,12495,,6680,,5820,
Recent immigrants by selected places of birth,    Mexico,,10,,10,,10,,18660,,9090,,9575,
Recent immigrants by selected places of birth,    United States,55,55,,45,,10,,33060,,16480,,16580,
Recent immigrants by selected places of birth,    Venezuela,65,15,,10,,10,,6425,,2990,,3435,
Recent immigrants by selected places of birth,    Other places of birth in Americas,,10,,10,,0,,32790,,15040,,17750,
Recent immigrants by selected places of birth,  Europe,,125,,65,,65,,140030,,70995,,69035,
Recent immigrants by selected places of birth,    France,,35,,10,,25,,24150,,13000,,11150,
Recent immigrants by selected places of birth,    Germany,,0,,0,,0,,6300,,3255,,3045,
Recent immigrants by selected places of birth,    Ireland,56,10,,0,,0,,5660,,3540,,2120,
Recent immigrants by selected places of birth,    Moldova,66,0,,0,,0,,5900,,2735,,3165,
Recent immigrants by selected places of birth,    Romania,,15,,10,,0,,7610,,3330,,4280,
Recent immigrants by selected places of birth,    Russian Federation,,15,,0,,10,,11565,,4485,,7080,
Recent immigrants by selected places of birth,    Ukraine,,0,,0,,0,,13425,,6015,,7410,
Recent immigrants by selected places of birth,    United Kingdom,58,40,,20,,15,,24445,,14235,,10215,
Recent immigrants by selected places of birth,    Other places of birth in Europe,,10,,10,,0,,40970,,20405,,20570,
Recent immigrants by selected places of birth,  Africa,,25,,15,,0,,162800,,81545,,81245,
Recent immigrants by selected places of birth,    Algeria,,0,,0,,0,,17175,,8440,,8735,
Recent immigrants by selected places of birth,    Cameroon,,0,,0,,0,,10265,,5005,,5255,
Recent immigrants by selected places of birth,    Congo; Democratic Republic of the,,0,,0,,0,,7400,,3570,,3835,
Recent immigrants by selected places of birth,    Côte d'Ivoire,,0,,0,,0,,6240,,3030,,3210,
Recent immigrants by selected places of birth,    Egypt,,0,,0,,0,,16115,,8445,,7665,
Recent immigrants by selected places of birth,    Eritrea,,0,,0,,0,,6050,,3195,,2855,
Recent immigrants by selected places of birth,    Ethiopia,,0,,0,,0,,7510,,3625,,3890,
Recent immigrants by selected places of birth,    Morocco,,0,,0,,0,,15105,,7470,,7635,
Recent immigrants by selected places of birth,    Nigeria,,0,,0,,0,,17285,,8850,,8435,
Recent immigrants by selected places of birth,    Somalia,,0,,0,,0,,5335,,2600,,2730,
Recent immigrants by selected places of birth,    South Africa; Republic of,,0,,0,,0,,5765,,2935,,2830,
Recent immigrants by selected places of birth,    Tunisia,,0,,0,,0,,6700,,3475,,3230,
Recent immigrants by selected places of birth,    Other places of birth in Africa,,10,,10,,0,,41855,,20905,,20950,
Recent immigrants by selected places of birth,  Asia,,240,,95,,150,,748700,,352095,,396610,
Recent immigrants by selected places of birth,    Afghanistan,,0,,0,,0,,9240,,4530,,4710,
Recent immigrants by selected places of birth,    Bangladesh,,0,,0,,0,,12900,,6445,,6460,
