Topic,Characteristics,Note,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female
Immigrant status and period of immigration,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,48,,x,,x,,x,34460065,,16971575,,17488485,
Immigrant status and period of immigration,  Non-immigrants,49,,x,,x,,x,26412610,,13124325,,13288290,
Immigrant status and period of immigration,  Immigrants,50,,x,,x,,x,7540830,,3586495,,3954330,
Immigrant status and period of immigration,    Before 1981,,,x,,x,,x,1941510,,927795,,1013715,
Immigrant status and period of immigration,    1981 to 1990,,,x,,x,,x,915555,,439245,,476310,
Immigrant status and period of immigration,    1991 to 2000,,,x,,x,,x,1486655,,696720,,789940,
Immigrant status and period of immigration,    2001 to 2010,,,x,,x,,x,1985035,,940570,,1044465,
Immigrant status and period of immigration,      2001 to 2005,,,x,,x,,x,928935,,439890,,489050,
Immigrant status and period of immigration,      2006 to 2010,,,x,,x,,x,1056095,,500680,,555415,
Immigrant status and period of immigration,    2011 to 2016,51,,x,,x,,x,1212075,,582175,,629895,
Immigrant status and period of immigration,  Non-permanent residents,52,,x,,x,,x,506625,,260755,,245870,
Age at immigration,Total - Age at immigration for the immigrant population in private households - 25% sample data,53,,x,,x,,x,7540830,,3586500,,3954335,
Age at immigration,  Under 5 years,,,x,,x,,x,731340,,364165,,367175,
Age at immigration,  5 to 14 years,,,x,,x,,x,1311810,,665870,,645945,
Age at immigration,  15 to 24 years,,,x,,x,,x,1604430,,724430,,880005,
Age at immigration,  25 to 44 years,,,x,,x,,x,3198920,,1513970,,1684950,
Age at immigration,  45 years and over,,,x,,x,,x,694320,,318060,,376260,
Immigrants by selected place of birth,Total - Selected places of birth for the immigrant population in private households - 25% sample data,54,,x,,x,,x,7540830,,3586495,,3954330,
Immigrants by selected place of birth,  Americas,,,x,,x,,x,1128745,,510650,,618100,
Immigrants by selected place of birth,    Brazil,,,x,,x,,x,29320,,13235,,16080,
Immigrants by selected place of birth,    Colombia,,,x,,x,,x,70035,,32065,,37965,
Immigrants by selected place of birth,    El Salvador,,,x,,x,,x,48080,,23865,,24215,
Immigrants by selected place of birth,    Guyana,,,x,,x,,x,87685,,38940,,48745,
Immigrants by selected place of birth,    Haiti,,,x,,x,,x,93480,,40955,,52525,
Immigrants by selected place of birth,    Jamaica,,,x,,x,,x,138345,,59960,,78390,
Immigrants by selected place of birth,    Mexico,,,x,,x,,x,80585,,37530,,43055,
Immigrants by selected place of birth,    Peru,,,x,,x,,x,29615,,12950,,16665,
Immigrants by selected place of birth,    Trinidad and Tobago,,,x,,x,,x,65040,,29325,,35710,
Immigrants by selected place of birth,    United States,55,,x,,x,,x,253715,,113505,,140215,
Immigrants by selected place of birth,    Other places of birth in Americas,,,x,,x,,x,232850,,108325,,124530,
Immigrants by selected place of birth,  Europe,,,x,,x,,x,2088410,,1015145,,1073260,
Immigrants by selected place of birth,    Bosnia and Herzegovina,,,x,,x,,x,36135,,18050,,18085,
Immigrants by selected place of birth,    Croatia,,,x,,x,,x,40045,,20005,,20035,
Immigrants by selected place of birth,    France,,,x,,x,,x,105565,,55395,,50170,
Immigrants by selected place of birth,    Germany,,,x,,x,,x,145845,,69525,,76320,
Immigrants by selected place of birth,    Greece,,,x,,x,,x,62715,,31580,,31135,
Immigrants by selected place of birth,    Hungary,,,x,,x,,x,36820,,17945,,18875,
Immigrants by selected place of birth,    Ireland,56,,x,,x,,x,28325,,14355,,13970,
Immigrants by selected place of birth,    Italy,,,x,,x,,x,236640,,118595,,118040,
Immigrants by selected place of birth,    Netherlands,,,x,,x,,x,88475,,45185,,43295,
Immigrants by selected place of birth,    Poland,,,x,,x,,x,146465,,66450,,80020,
Immigrants by selected place of birth,    Portugal,,,x,,x,,x,139450,,68150,,71300,
Immigrants by selected place of birth,    Romania,,,x,,x,,x,90305,,42795,,47510,
Immigrants by selected place of birth,    Russian Federation,,,x,,x,,x,78685,,34265,,44420,
Immigrants by selected place of birth,    Serbia,57,,x,,x,,x,33320,,16325,,17000,
Immigrants by selected place of birth,    Ukraine,,,x,,x,,x,73030,,33360,,39665,
Immigrants by selected place of birth,    United Kingdom,58,,x,,x,,x,499115,,243225,,255890,
Immigrants by selected place of birth,    Other places of birth in Europe,,,x,,x,,x,247470,,119945,,127530,
Immigrants by selected place of birth,  Africa,,,x,,x,,x,637485,,322510,,314970,
Immigrants by selected place of birth,    Algeria,,,x,,x,,x,64620,,33920,,30705,
Immigrants by selected place of birth,    Egypt,,,x,,x,,x,64615,,34125,,30495,
Immigrants by selected place of birth,    Ethiopia,,,x,,x,,x,32790,,15980,,16810,
Immigrants by selected place of birth,    Kenya,,,x,,x,,x,27150,,12810,,14340,
Immigrants by selected place of birth,    Morocco,,,x,,x,,x,69655,,36120,,33535,
Immigrants by selected place of birth,    Nigeria,,,x,,x,,x,42430,,21830,,20600,
Immigrants by selected place of birth,    Somalia,,,x,,x,,x,27230,,12070,,15160,
Immigrants by selected place of birth,    South Africa; Republic of,,,x,,x,,x,44660,,22205,,22460,
Immigrants by selected place of birth,    Other places of birth in Africa,,,x,,x,,x,264320,,133450,,130870,
Immigrants by selected place of birth,  Asia,,,x,,x,,x,3629160,,1709985,,1919175,
Immigrants by selected place of birth,    Afghanistan,,,x,,x,,x,51955,,26030,,25930,
Immigrants by selected place of birth,    Bangladesh,,,x,,x,,x,58735,,29875,,28865,
Immigrants by selected place of birth,    China,59,,x,,x,,x,649260,,290800,,358460,
Immigrants by selected place of birth,    Hong Kong,60,,x,,x,,x,208940,,98020,,110915,
Immigrants by selected place of birth,    India,,,x,,x,,x,668565,,334030,,334540,
Immigrants by selected place of birth,    Iran,61,,x,,x,,x,154425,,77970,,76455,
Immigrants by selected place of birth,    Iraq,,,x,,x,,x,68485,,34785,,33705,
Immigrants by selected place of birth,    Japan,,,x,,x,,x,27240,,7955,,19285,
Immigrants by selected place of birth,    Korea; South,62,,x,,x,,x,123305,,57170,,66140,
Immigrants by selected place of birth,    Lebanon,,,x,,x,,x,88745,,47295,,41450,
Immigrants by selected place of birth,    Pakistan,,,x,,x,,x,202260,,103225,,99035,
Immigrants by selected place of birth,    Philippines,,,x,,x,,x,588305,,247095,,341210,
Immigrants by selected place of birth,    Sri Lanka,,,x,,x,,x,131995,,64825,,67170,
Immigrants by selected place of birth,    Syria,63,,x,,x,,x,52960,,26595,,26365,
Immigrants by selected place of birth,    Taiwan,,,x,,x,,x,63770,,28170,,35605,
Immigrants by selected place of birth,    Viet Nam,,,x,,x,,x,169250,,78000,,91250,
Immigrants by selected place of birth,    Other places of birth in Asia,,,x,,x,,x,320965,,158150,,162815,
Immigrants by selected place of birth,  Oceania and other places of birth,64,,x,,x,,x,57030,,28210,,28825,
Recent immigrants by selected places of birth,Total - Selected places of birth for the recent immigrant population in private households - 25% sample data,54,,x,,x,,x,1212075,,582180,,629895,
Recent immigrants by selected places of birth,  Americas,,,x,,x,,x,152595,,72870,,79720,
Recent immigrants by selected places of birth,    Brazil,,,x,,x,,x,8500,,4000,,4490,
Recent immigrants by selected places of birth,    Colombia,,,x,,x,,x,15300,,6885,,8415,
Recent immigrants by selected places of birth,    Cuba,,,x,,x,,x,5370,,2545,,2820,
Recent immigrants by selected places of birth,    Haiti,,,x,,x,,x,19985,,9160,,10830,
Recent immigrants by selected places of birth,    Jamaica,,,x,,x,,x,12495,,6680,,5820,
Recent immigrants by selected places of birth,    Mexico,,,x,,x,,x,18660,,9090,,9575,
Recent immigrants by selected places of birth,    United States,55,,x,,x,,x,33060,,16480,,16580,
Recent immigrants by selected places of birth,    Venezuela,65,,x,,x,,x,6425,,2990,,3435,
Recent immigrants by selected places of birth,    Other places of birth in Americas,,,x,,x,,x,32790,,15040,,17750,
Recent immigrants by selected places of birth,  Europe,,,x,,x,,x,140030,,70995,,69035,
Recent immigrants by selected places of birth,    France,,,x,,x,,x,24150,,13000,,11150,
Recent immigrants by selected places of birth,    Germany,,,x,,x,,x,6300,,3255,,3045,
Recent immigrants by selected places of birth,    Ireland,56,,x,,x,,x,5660,,3540,,2120,
Recent immigrants by selected places of birth,    Moldova,66,,x,,x,,x,5900,,2735,,3165,
Recent immigrants by selected places of birth,    Romania,,,x,,x,,x,7610,,3330,,4280,
Recent immigrants by selected places of birth,    Russian Federation,,,x,,x,,x,11565,,4485,,7080,
Recent immigrants by selected places of birth,    Ukraine,,,x,,x,,x,13425,,6015,,7410,
Recent immigrants by selected places of birth,    United Kingdom,58,,x,,x,,x,24445,,14235,,10215,
Recent immigrants by selected places of birth,    Other places of birth in Europe,,,x,,x,,x,40970,,20405,,20570,
Recent immigrants by selected places of birth,  Africa,,,x,,x,,x,162800,,81545,,81245,
Recent immigrants by selected places of birth,    Algeria,,,x,,x,,x,17175,,8440,,8735,
Recent immigrants by selected places of birth,    Cameroon,,,x,,x,,x,10265,,5005,,5255,
Recent immigrants by selected places of birth,    Congo; Democratic Republic of the,,,x,,x,,x,7400,,3570,,3835,
Recent immigrants by selected places of birth,    Côte d'Ivoire,,,x,,x,,x,6240,,3030,,3210,
Recent immigrants by selected places of birth,    Egypt,,,x,,x,,x,16115,,8445,,7665,
Recent immigrants by selected places of birth,    Eritrea,,,x,,x,,x,6050,,3195,,2855,
Recent immigrants by selected places of birth,    Ethiopia,,,x,,x,,x,7510,,3625,,3890,
Recent immigrants by selected places of birth,    Morocco,,,x,,x,,x,15105,,7470,,7635,
Recent immigrants by selected places of birth,    Nigeria,,,x,,x,,x,17285,,8850,,8435,
Recent immigrants by selected places of birth,    Somalia,,,x,,x,,x,5335,,2600,,2730,
Recent immigrants by selected places of birth,    South Africa; Republic of,,,x,,x,,x,5765,,2935,,2830,
Recent immigrants by selected places of birth,    Tunisia,,,x,,x,,x,6700,,3475,,3230,
Recent immigrants by selected places of birth,    Other places of birth in Africa,,,x,,x,,x,41855,,20905,,20950,
Recent immigrants by selected places of birth,  Asia,,,x,,x,,x,748700,,352095,,396610,
Recent immigrants by selected places of birth,    Afghanistan,,,x,,x,,x,9240,,4530,,4710,
Recent immigrants by selected places of birth,    Bangladesh,,,x,,x,,x,12900,,6445,,6460,
Recent immigrants by selected places of birth,    China,59,,x,,x,,x,129020,,57745,,71270,
Recent immigrants by selected places of birth,    Hong Kong,60,,x,,x,,x,4975,,2090,,2880,
Recent immigrants by selected places of birth,    India,,,x,,x,,x,147190,,75145,,72045,
Recent immigrants by selected places of birth,    Iran,61,,x,,x,,x,42070,,20580,,21490,
Recent immigrants by selected places of birth,    Iraq,,,x,,x,,x,20665,,10345,,10320,
Recent immigrants by selected places of birth,    Israel,,,x,,x,,x,4740,,2615,,2130,
Recent immigrants by selected places of birth,    Japan,,,x,,x,,x,4905,,1250,,3655,
Recent immigrants by selected places of birth,    Korea; South,62,,x,,x,,x,21710,,9630,,12075,
Recent immigrants by selected places of birth,    Lebanon,,,x,,x,,x,9375,,4980,,4400,
Recent immigrants by selected places of birth,    Nepal,,,x,,x,,x,7505,,3780,,3715,
Recent immigrants by selected places of birth,    Pakistan,,,x,,x,,x,41480,,20530,,20945,
Recent immigrants by selected places of birth,    Philippines,,,x,,x,,x,188810,,83050,,105760,
Recent immigrants by selected places of birth,    Saudi Arabia,,,x,,x,,x,5465,,2820,,2640,
Recent immigrants by selected places of birth,    Sri Lanka,,,x,,x,,x,11495,,5190,,6305,
Recent immigrants by selected places of birth,    Syria,63,,x,,x,,x,29945,,15245,,14700,
Recent immigrants by selected places of birth,    Taiwan,,,x,,x,,x,4310,,1685,,2625,
Recent immigrants by selected places of birth,    Turkey,,,x,,x,,x,4255,,2365,,1890,
Recent immigrants by selected places of birth,    United Arab Emirates,,,x,,x,,x,6135,,3220,,2910,
Recent immigrants by selected places of birth,    Viet Nam,,,x,,x,,x,11210,,4500,,6705,
Recent immigrants by selected places of birth,    Other places of birth in Asia,,,x,,x,,x,31320,,14345,,16970,
Recent immigrants by selected places of birth,  Oceania and other,64,,x,,x,,x,7955,,4670,,3280,
Recent immigrants by selected places of birth,    Australia,,,x,,x,,x,4965,,2950,,2010,
Recent immigrants by selected places of birth,    Other places of birth,67,,x,,x,,x,2990,,1720,,1270,
Generation status,Total - Generation status for the population in private households - 25% sample data,68,,x,,x,,x,34460060,,16971575,,17488485,
Generation status,  First generation,69,,x,,x,,x,8219555,,3936045,,4283505,
Generation status,  Second generation,70,,x,,x,,x,6100725,,3053075,,3047650,
Generation status,  Third generation or more,71,,x,,x,,x,20139790,,9982460,,10157330,
Admission category and applicant type,Total - Admission category and applicant type for the immigrant population in private households who landed between 1980 and 2016 - 25% sample data,72,,x,,x,,x,5703615,,2709530,,2994085,
Admission category and applicant type,  Economic immigrants,73,,x,,x,,x,2994130,,1496240,,1497885,
Admission category and applicant type,    Principal applicants,74,,x,,x,,x,1220755,,755370,,465380,
Admission category and applicant type,    Secondary applicants,75,,x,,x,,x,1773380,,740870,,1032510,
Admission category and applicant type,  Immigrants sponsored by family,76,,x,,x,,x,1782490,,728085,,1054400,
Admission category and applicant type,  Refugees,77,,x,,x,,x,858845,,453675,,405175,
Admission category and applicant type,  Other immigrants,78,,x,,x,,x,68145,,31530,,36615,
Aboriginal population,Total - Aboriginal identity for the population in private households - 25% sample data,79,,x,,x,,x,34460065,,16971575,,17488485,
Aboriginal population,  Aboriginal identity,80,,x,,x,,x,1673785,,813520,,860265,
Aboriginal population,    Single Aboriginal responses,81,,x,,x,,x,1629805,,792970,,836835,
Aboriginal population,      First Nations (North American Indian),82,,x,,x,,x,977235,,471510,,505725,
Aboriginal population,      Métis,,,x,,x,,x,587545,,289435,,298115,
Aboriginal population,      Inuk (Inuit),,,x,,x,,x,65030,,32030,,32995,
Aboriginal population,    Multiple Aboriginal responses,83,,x,,x,,x,21310,,10165,,11145,
Aboriginal population,    Aboriginal responses not included elsewhere,84,,x,,x,,x,22670,,10385,,12290,
Aboriginal population,  Non-Aboriginal identity,,,x,,x,,x,32786280,,16158060,,16628225,
Aboriginal population,Total - Population by Registered or Treaty Indian status for the population in private households - 25% sample data,85,,x,,x,,x,34460065,,16971580,,17488490,
Aboriginal population,  Registered or Treaty Indian,86,,x,,x,,x,820120,,395670,,424445,
Aboriginal population,  Not a Registered or Treaty Indian,,,x,,x,,x,33639945,,16575905,,17064040,
Aboriginal population,Total - Aboriginal ancestry for the population in private households - 25% sample data,87,,x,,x,,x,34460065,,16971575,,17488490,
Aboriginal population,  Aboriginal ancestry (only),88,,x,,x,,x,727790,,356970,,370815,
Aboriginal population,    Single Aboriginal ancestry (only),89,,x,,x,,x,709235,,347985,,361245,
Aboriginal population,      First Nations (North American Indian) single ancestry,82,,x,,x,,x,573215,,280040,,293180,
Aboriginal population,      Métis single ancestry,,,x,,x,,x,91255,,45740,,45515,
Aboriginal population,      Inuit single ancestry,,,x,,x,,x,44765,,22210,,22555,
Aboriginal population,    Multiple Aboriginal ancestries (only),90,,x,,x,,x,18555,,8985,,9565,
Aboriginal population,      First Nations (North American Indian) and Métis ancestries,,,x,,x,,x,15140,,7305,,7835,
Aboriginal population,      First Nations (North American Indian) and Inuit ancestries,,,x,,x,,x,2470,,1205,,1265,
Aboriginal population,      Métis and Inuit ancestries,,,x,,x,,x,770,,390,,380,
Aboriginal population,      First Nations (North American Indian); Métis and Inuit ancestries,,,x,,x,,x,170,,85,,85,
Aboriginal population,  Aboriginal and non-Aboriginal ancestries,91,,x,,x,,x,1402735,,669710,,733025,
Aboriginal population,    Single Aboriginal and non-Aboriginal ancestries,92,,x,,x,,x,1347610,,644210,,703400,
Aboriginal population,      First Nations (North American Indian) and non-Aboriginal ancestries,,,x,,x,,x,881455,,418215,,463235,
Aboriginal population,      Métis and non-Aboriginal ancestries,,,x,,x,,x,441000,,213940,,227065,
Aboriginal population,      Inuit and non-Aboriginal ancestries,,,x,,x,,x,25155,,12045,,13105,
Aboriginal population,    Multiple Aboriginal and non-Aboriginal ancestries,93,,x,,x,,x,55125,,25505,,29625,
