Topic,Characteristics,Note,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female
Aboriginal population,Total - Aboriginal ancestry for the population in private households - 25% sample data,87,2430,,1220,,1205,,34460065,,16971575,,17488490,
Aboriginal population,  Aboriginal ancestry (only),88,10,,10,,10,,727790,,356970,,370815,
Aboriginal population,    Single Aboriginal ancestry (only),89,0,,0,,10,,709235,,347985,,361245,
Aboriginal population,      First Nations (North American Indian) single ancestry,82,0,,0,,0,,573215,,280040,,293180,
Aboriginal population,      Métis single ancestry,,0,,10,,0,,91255,,45740,,45515,
Aboriginal population,      Inuit single ancestry,,0,,0,,0,,44765,,22210,,22555,
Aboriginal population,    Multiple Aboriginal ancestries (only),90,0,,0,,0,,18555,,8985,,9565,
Aboriginal population,      First Nations (North American Indian) and Métis ancestries,,0,,0,,0,,15140,,7305,,7835,
Aboriginal population,      First Nations (North American Indian) and Inuit ancestries,,0,,0,,0,,2470,,1205,,1265,
Aboriginal population,      Métis and Inuit ancestries,,0,,0,,0,,770,,390,,380,
Aboriginal population,      First Nations (North American Indian); Métis and Inuit ancestries,,0,,0,,0,,170,,85,,85,
Aboriginal population,  Aboriginal and non-Aboriginal ancestries,91,85,,35,,50,,1402735,,669710,,733025,
Aboriginal population,    Single Aboriginal and non-Aboriginal ancestries,92,85,,35,,50,,1347610,,644210,,703400,
Aboriginal population,      First Nations (North American Indian) and non-Aboriginal ancestries,,40,,15,,30,,881455,,418215,,463235,
Aboriginal population,      Métis and non-Aboriginal ancestries,,45,,25,,20,,441000,,213940,,227065,
Aboriginal population,      Inuit and non-Aboriginal ancestries,,0,,0,,0,,25155,,12045,,13105,
Aboriginal population,    Multiple Aboriginal and non-Aboriginal ancestries,93,0,,0,,0,,55125,,25505,,29625,
Aboriginal population,      First Nations (North American Indian); Métis and non-Aboriginal ancestries,,0,,0,,0,,49325,,22740,,26585,
Aboriginal population,      First Nations (North American Indian); Inuit and non-Aboriginal ancestries,,0,,0,,0,,3470,,1655,,1815,
Aboriginal population,      Métis; Inuit and non-Aboriginal ancestries,,0,,0,,0,,2005,,940,,1065,
Aboriginal population,      First Nations (North American Indian); Métis; Inuit and non-Aboriginal ancestries,,0,,0,,0,,325,,170,,160,
Aboriginal population,  Non-Aboriginal ancestry (only),94,2340,,1185,,1155,,32329545,,15944900,,16384645,
Visible minority population,Total - Visible minority for the population in private households - 25% sample data,95,2430,,1225,,1210,,34460065,,16971575,,17488485,
Visible minority population,  Total visible minority population,96,1010,,500,,505,,7674580,,3725090,,3949495,
Visible minority population,    South Asian,97,285,,145,,140,,1924635,,977690,,946945,
Visible minority population,    Chinese,,170,,90,,70,,1577060,,746400,,830665,
Visible minority population,    Black,,165,,75,,90,,1198540,,580070,,618475,
Visible minority population,    Filipino,,50,,15,,35,,780125,,341800,,438330,
Visible minority population,    Latin American,,40,,15,,25,,447325,,215460,,231860,
Visible minority population,    Arab,,40,,20,,15,,523235,,276425,,246810,
Visible minority population,    Southeast Asian,98,150,,75,,75,,313260,,148880,,164385,
Visible minority population,    West Asian,99,30,,20,,10,,264305,,133475,,130825,
Visible minority population,    Korean,,20,,10,,15,,188710,,89110,,99600,
Visible minority population,    Japanese,,25,,15,,10,,92920,,40105,,52815,
Visible minority population,    Visible minority; n.i.e.,100,0,,0,,0,,132090,,62540,,69550,
Visible minority population,    Multiple visible minorities,101,30,,10,,15,,232375,,113140,,119230,
Visible minority population,  Not a visible minority,102,1425,,720,,700,,26785480,,13246485,,13539000,
Ethnic origin population,Total - Ethnic origin for the population in private households - 25% sample data,103,2430,,1225,,1210,,34460065,,16971575,,17488485,
Ethnic origin population,  North American Aboriginal origins,,90,,40,,50,,2130520,,1026675,,1103840,
Ethnic origin population,    First Nations (North American Indian),,45,,15,,35,,1525570,,731410,,794155,
Ethnic origin population,    Inuit,,0,,0,,0,,79130,,38695,,40435,
Ethnic origin population,    Métis,,45,,25,,20,,599995,,291310,,308690,
Ethnic origin population,  Other North American origins,,710,,370,,345,,11628535,,5745695,,5882835,
Ethnic origin population,    Acadian,,0,,0,,0,,119675,,57805,,61865,
Ethnic origin population,    American,,15,,0,,15,,377405,,182690,,194715,
Ethnic origin population,    Canadian,,710,,365,,345,,11135965,,5501595,,5634370,
Ethnic origin population,    New Brunswicker,,0,,0,,0,,1490,,800,,685,
Ethnic origin population,    Newfoundlander,,0,,0,,0,,22215,,11420,,10800,
Ethnic origin population,    Nova Scotian,,0,,0,,0,,3700,,1770,,1930,
Ethnic origin population,    Ontarian,,0,,0,,0,,3925,,1980,,1945,
Ethnic origin population,    Québécois,,0,,0,,0,,194560,,99320,,95235,
Ethnic origin population,    Other North American origins; n.i.e.,104,0,,0,,0,,1895,,950,,945,
Ethnic origin population,  European origins,,1265,,640,,625,,19683320,,9687715,,9995605,
Ethnic origin population,    British Isles origins,,825,,425,,405,,11211850,,5474735,,5737115,
Ethnic origin population,      Channel Islander,,0,,0,,0,,3595,,1740,,1855,
Ethnic origin population,      Cornish,,0,,0,,0,,1975,,995,,975,
Ethnic origin population,      English,,455,,245,,215,,6320085,,3069515,,3250570,
Ethnic origin population,      Irish,,400,,205,,195,,4627000,,2195620,,2431385,
Ethnic origin population,      Manx,,0,,0,,0,,6125,,3090,,3040,
Ethnic origin population,      Scottish,,355,,165,,185,,4799005,,2323390,,2475620,
Ethnic origin population,      Welsh,,30,,15,,15,,474805,,226600,,248210,
Ethnic origin population,      British Isles origins; n.i.e.,105,30,,10,,20,,644695,,307090,,337610,
Ethnic origin population,    French origins,,400,,175,,230,,4680820,,2283480,,2397340,
Ethnic origin population,      Alsatian,,0,,0,,0,,2800,,1300,,1495,
Ethnic origin population,      Breton,,0,,0,,0,,11845,,5765,,6080,
Ethnic origin population,      Corsican,,0,,0,,0,,1750,,950,,805,
Ethnic origin population,      French,,400,,175,,225,,4670595,,2278430,,2392165,
Ethnic origin population,    Western European origins (except French origins),,160,,75,,90,,4600855,,2258095,,2342760,
Ethnic origin population,      Austrian,,0,,0,,0,,207050,,100775,,106275,
Ethnic origin population,      Bavarian,,0,,0,,0,,940,,485,,455,
Ethnic origin population,      Belgian,,0,,0,,0,,186665,,91395,,95270,
Ethnic origin population,      Dutch,,40,,25,,15,,1111655,,546565,,565090,
Ethnic origin population,      Flemish,,0,,0,,0,,11685,,5730,,5960,
Ethnic origin population,      Frisian,,0,,0,,0,,4590,,2395,,2195,
Ethnic origin population,      German,,130,,50,,80,,3322405,,1626785,,1695615,
Ethnic origin population,      Luxembourger,,0,,0,,0,,3915,,2025,,1890,
Ethnic origin population,      Swiss,,0,,0,,0,,155120,,76935,,78185,
Ethnic origin population,      Western European origins; n.i.e.,106,0,,0,,0,,3365,,1645,,1720,
Ethnic origin population,    Northern European origins (except British Isles origins),,30,,20,,10,,1201320,,579005,,622315,
Ethnic origin population,      Danish,,10,,0,,0,,207470,,100660,,106810,
Ethnic origin population,      Finnish,,20,,15,,10,,143645,,69045,,74600,
Ethnic origin population,      Icelandic,,0,,0,,0,,101795,,49875,,51915,
Ethnic origin population,      Norwegian,,0,,0,,0,,463275,,223075,,240200,
Ethnic origin population,      Swedish,,10,,0,,0,,349645,,163545,,186095,
Ethnic origin population,      Northern European origins; n.i.e.,107,0,,0,,0,,52780,,26965,,25820,
Ethnic origin population,    Eastern European origins,,185,,90,,95,,3431245,,1666740,,1764505,
Ethnic origin population,      Bulgarian,,0,,0,,0,,34565,,16935,,17625,
Ethnic origin population,      Byelorussian,,15,,0,,15,,20710,,10190,,10515,
Ethnic origin population,      Czech,,0,,10,,0,,104580,,51555,,53030,
Ethnic origin population,      Czechoslovakian; n.o.s.,108,10,,0,,0,,40715,,19235,,21480,
Ethnic origin population,      Estonian,,0,,0,,0,,24530,,11715,,12815,
Ethnic origin population,      Hungarian,,25,,10,,10,,348085,,170040,,178045,
Ethnic origin population,      Latvian,,0,,0,,0,,30725,,14920,,15805,
Ethnic origin population,      Lithuanian,,0,,0,,0,,59285,,28745,,30535,
Ethnic origin population,      Moldovan,,0,,0,,0,,14915,,7265,,7650,
Ethnic origin population,      Polish,,80,,40,,35,,1106585,,533830,,572750,
Ethnic origin population,      Romanian,,0,,0,,0,,238050,,114705,,123345,
Ethnic origin population,      Russian,,95,,40,,60,,622445,,297600,,324850,
Ethnic origin population,      Slovak,,0,,0,,0,,72285,,35360,,36925,
Ethnic origin population,      Ukrainian,,30,,10,,15,,1359655,,663560,,696095,
Ethnic origin population,      Eastern European origins; n.i.e.,109,0,,0,,0,,20415,,9895,,10520,
Ethnic origin population,    Southern European origins,,260,,135,,120,,3012375,,1494605,,1517775,
Ethnic origin population,      Albanian,,0,,0,,0,,36185,,18385,,17800,
Ethnic origin population,      Bosnian,,10,,0,,0,,26740,,13320,,13420,
Ethnic origin population,      Catalan,,0,,0,,0,,1280,,740,,535,
Ethnic origin population,      Croatian,,0,,0,,0,,133970,,67825,,66140,
Ethnic origin population,      Cypriot,,0,,0,,0,,5650,,2850,,2795,
Ethnic origin population,      Greek,,45,,25,,20,,271410,,137405,,134005,
Ethnic origin population,      Italian,,140,,75,,65,,1587965,,794525,,793445,
Ethnic origin population,      Kosovar,,0,,0,,0,,2865,,1470,,1395,
Ethnic origin population,      Macedonian,,0,,0,,0,,43110,,21650,,21460,
Ethnic origin population,      Maltese,,0,,0,,0,,41920,,20955,,20965,
Ethnic origin population,      Montenegrin,,0,,0,,0,,4160,,2180,,1985,
Ethnic origin population,      Portuguese,,45,,25,,25,,482605,,239360,,243250,
Ethnic origin population,      Serbian,,0,,0,,0,,96530,,49095,,47440,
Ethnic origin population,      Sicilian,,0,,0,,0,,6940,,3500,,3435,
Ethnic origin population,      Slovenian,,0,,0,,0,,40470,,20105,,20365,
Ethnic origin population,      Spanish,,30,,15,,15,,396460,,184520,,211945,
Ethnic origin population,      Yugoslavian; n.o.s.,110,0,,0,,0,,38480,,18620,,19860,
Ethnic origin population,      Southern European origins; n.i.e.,111,0,,0,,0,,2170,,1030,,1135,
Ethnic origin population,    Other European origins,,0,,0,,0,,226695,,115110,,111580,
Ethnic origin population,      Basque,,0,,0,,0,,6965,,3690,,3275,
Ethnic origin population,      Jewish,,0,,0,,0,,143660,,72625,,71035,
Ethnic origin population,      Roma (Gypsy),,0,,0,,0,,4630,,2195,,2440,
Ethnic origin population,      Slavic; n.o.s.,112,0,,0,,0,,4870,,2560,,2310,
Ethnic origin population,      Other European origins; n.i.e.,113,0,,0,,0,,67890,,34730,,33160,
Ethnic origin population,  Caribbean origins,,100,,40,,60,,749155,,349810,,399345,
Ethnic origin population,    Antiguan,,0,,0,,0,,4500,,2115,,2385,
Ethnic origin population,    Bahamian,,0,,0,,0,,3675,,1915,,1760,
Ethnic origin population,    Barbadian,,0,,0,,0,,37780,,17745,,20035,
Ethnic origin population,    Bermudan,,0,,0,,0,,3075,,1435,,1640,
Ethnic origin population,    Carib,,0,,0,,0,,3030,,1175,,1860,
Ethnic origin population,    Cuban,,0,,0,,0,,29065,,13800,,15270,
Ethnic origin population,    Dominican,,0,,0,,0,,23130,,11000,,12125,
Ethnic origin population,    Grenadian,,0,,0,,0,,17915,,7835,,10080,
Ethnic origin population,    Guadeloupean,,0,,0,,0,,1125,,515,,605,
Ethnic origin population,    Haitian,,70,,30,,40,,165095,,76460,,88635,
Ethnic origin population,    Jamaican,,25,,10,,15,,309485,,145080,,164410,
Ethnic origin population,    Kittitian/Nevisian,,0,,0,,0,,2915,,1460,,1460,
Ethnic origin population,    Martinican,,0,,0,,0,,2010,,900,,1110,
Ethnic origin population,    Montserratan,,0,,0,,0,,930,,460,,470,
Ethnic origin population,    Puerto Rican,,0,,0,,0,,3405,,1645,,1765,
Ethnic origin population,    St. Lucian,,10,,0,,10,,8985,,4095,,4890,
Ethnic origin population,    Trinidadian/Tobagonian,,10,,0,,10,,78965,,37325,,41635,
Ethnic origin population,    Vincentian/Grenadinian,,0,,0,,0,,17420,,7475,,9945,
Ethnic origin population,    West Indian; n.o.s.,114,0,,0,,0,,70270,,31625,,38645,
Ethnic origin population,    Caribbean origins; n.i.e.,115,0,,0,,0,,26830,,12520,,14310,
Ethnic origin population,  Latin; Central and South American origins,,90,,40,,45,,674640,,325210,,349430,
Ethnic origin population,    Aboriginal from Central/South America (except Arawak and Maya),,0,,0,,0,,22725,,10875,,11850,
Ethnic origin population,    Arawak,,0,,0,,0,,1440,,610,,830,
Ethnic origin population,    Argentinian,,0,,0,,0,,20680,,10130,,10545,
Ethnic origin population,    Belizean,,0,,0,,0,,1755,,915,,845,
Ethnic origin population,    Bolivian,,0,,0,,0,,5055,,2480,,2580,
Ethnic origin population,    Brazilian,,25,,10,,15,,36830,,17380,,19455,
Ethnic origin population,    Chilean,,0,,0,,0,,45190,,22280,,22910,
Ethnic origin population,    Colombian,,30,,20,,15,,96325,,45590,,50735,
Ethnic origin population,    Costa Rican,,0,,0,,0,,5535,,2680,,2855,
Ethnic origin population,    Ecuadorian,,0,,0,,0,,25405,,11995,,13415,
Ethnic origin population,    Guatemalan,,0,,0,,0,,26275,,13360,,12915,
Ethnic origin population,    Guyanese,,15,,0,,0,,84275,,39530,,44745,
Ethnic origin population,    Hispanic,,0,,0,,0,,11055,,5380,,5670,
Ethnic origin population,    Honduran,,0,,0,,0,,10650,,5235,,5415,
Ethnic origin population,    Maya,,0,,0,,0,,6285,,3350,,2940,
Ethnic origin population,    Mexican,,0,,0,,0,,128485,,62890,,65595,
Ethnic origin population,    Nicaraguan,,0,,0,,0,,13705,,6650,,7055,
Ethnic origin population,    Panamanian,,0,,0,,0,,4700,,2210,,2495,
Ethnic origin population,    Paraguayan,,0,,0,,0,,4325,,2165,,2160,
Ethnic origin population,    Peruvian,,0,,0,,0,,42145,,19645,,22505,
Ethnic origin population,    Salvadorean,,10,,0,,10,,66220,,32960,,33255,
Ethnic origin population,    Uruguayan,,0,,0,,0,,6795,,3390,,3410,
Ethnic origin population,    Venezuelan,,10,,10,,0,,26345,,12220,,14125,
Ethnic origin population,    Latin; Central and South American origins; n.i.e.,116,0,,0,,0,,28455,,13930,,14525,
Ethnic origin population,  African origins,,155,,80,,75,,1067930,,539805,,528120,
Ethnic origin population,    Central and West African origins,,70,,30,,40,,230110,,118040,,112070,
Ethnic origin population,      Akan,,0,,0,,0,,1955,,1090,,870,
Ethnic origin population,      Angolan,,0,,0,,0,,2960,,1475,,1480,
Ethnic origin population,      Ashanti,,0,,0,,0,,1585,,855,,735,
Ethnic origin population,      Beninese,,0,,0,,0,,4995,,2670,,2320,
Ethnic origin population,      Burkinabe,,0,,0,,0,,3150,,1665,,1485,
Ethnic origin population,      Cameroonian,,0,,0,,0,,24615,,12390,,12230,
Ethnic origin population,      Chadian,,0,,0,,0,,1845,,955,,885,
Ethnic origin population,      Congolese,,10,,10,,10,,38365,,18925,,19440,
Ethnic origin population,      Edo,,0,,0,,0,,1945,,1095,,855,
Ethnic origin population,      Ewe,,0,,0,,0,,845,,470,,375,
Ethnic origin population,      Gabonese,,0,,0,,0,,1405,,660,,750,
Ethnic origin population,      Gambian,,0,,0,,0,,975,,495,,475,
Ethnic origin population,      Ghanaian,,45,,15,,30,,35495,,17720,,17770,
Ethnic origin population,      Guinean,,0,,0,,0,,7240,,3785,,3455,
Ethnic origin population,      Ibo,,0,,0,,0,,5315,,2850,,2470,
Ethnic origin population,      Ivorian,,0,,0,,0,,10935,,5485,,5450,
Ethnic origin population,      Liberian,,0,,0,,0,,2485,,1130,,1360,
Ethnic origin population,      Malian,,0,,0,,0,,4490,,2280,,2210,
Ethnic origin population,      Malinké,,0,,0,,0,,1125,,585,,535,
Ethnic origin population,      Nigerian,,15,,10,,0,,51835,,27025,,24805,
Ethnic origin population,      Peulh,,0,,0,,0,,2435,,1270,,1170,
Ethnic origin population,      Senegalese,,0,,0,,0,,10175,,5500,,4670,
Ethnic origin population,      Sierra Leonean,,0,,0,,0,,2620,,1330,,1295,
Ethnic origin population,      Togolese,,0,,0,,0,,5300,,2870,,2430,
Ethnic origin population,      Wolof,,0,,0,,0,,840,,495,,345,
Ethnic origin population,      Yoruba,,0,,0,,0,,9585,,5075,,4515,
Ethnic origin population,      Central and West African origins; n.i.e.,117,10,,0,,0,,15380,,7940,,7445,
