Topic,Characteristics,Note,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female
Knowledge of languages,        Italic (Romance) languages,,1310,,700,,615,,1897630,,898530,,999100,
Knowledge of languages,          Catalan,,0,,0,,0,,2035,,1145,,890,
Knowledge of languages,          Italian,,185,,100,,80,,574725,,278500,,296225,
Knowledge of languages,          Portuguese,,210,,130,,80,,295955,,144465,,151485,
Knowledge of languages,          Romanian,,25,,10,,20,,115050,,55275,,59770,
Knowledge of languages,          Spanish,,1030,,560,,475,,995255,,460250,,535010,
Knowledge of languages,          Italic (Romance) languages; n.i.e.,,10,,0,,0,,2680,,1610,,1075,
Knowledge of languages,      Japanese,,85,,30,,55,,83090,,36760,,46335,
Knowledge of languages,      Kartvelian languages,,15,,10,,10,,2150,,1075,,1075,
Knowledge of languages,        Georgian,,10,,10,,0,,2150,,1080,,1070,
Knowledge of languages,      Korean,,275,,140,,140,,172755,,80170,,92590,
Knowledge of languages,      Mongolic languages,,50,,25,,20,,2090,,960,,1130,
Knowledge of languages,        Mongolian,,50,,25,,25,,2090,,960,,1130,
Knowledge of languages,      Niger-Congo languages,,290,,130,,160,,177215,,88135,,89080,
Knowledge of languages,        Akan (Twi),,30,,10,,15,,22145,,10810,,11340,
Knowledge of languages,        Bamanankan,,0,,0,,0,,3190,,1660,,1530,
Knowledge of languages,        Edo,,0,,0,,0,,3220,,1510,,1705,
Knowledge of languages,        Ewe,,10,,0,,0,,3000,,1685,,1315,
Knowledge of languages,        Fulah (Pular; Pulaar; Fulfulde),,0,,0,,0,,4725,,2460,,2260,
Knowledge of languages,        Ga,,0,,0,,0,,2250,,1140,,1110,
Knowledge of languages,        Ganda,,0,,0,,0,,2495,,1175,,1320,
Knowledge of languages,        Igbo,,0,,0,,0,,8850,,4710,,4140,
Knowledge of languages,        Lingala,,45,,10,,35,,17010,,7865,,9145,
Knowledge of languages,        Rundi (Kirundi),,45,,20,,25,,8590,,4075,,4515,
Knowledge of languages,        Kinyarwanda (Rwanda),,10,,0,,10,,7860,,3600,,4260,
Knowledge of languages,        Shona,,15,,0,,10,,5425,,2530,,2905,
Knowledge of languages,        Swahili,,95,,50,,45,,38680,,19565,,19115,
Knowledge of languages,        Wolof,,0,,0,,0,,8240,,4455,,3785,
Knowledge of languages,        Yoruba,,20,,15,,10,,22420,,11475,,10940,
Knowledge of languages,        Niger-Congo languages; n.i.e.,,45,,15,,30,,40760,,20375,,20385,
Knowledge of languages,      Nilo-Saharan languages,,10,,0,,0,,7015,,3520,,3495,
Knowledge of languages,        Dinka,,0,,0,,0,,2475,,1280,,1190,
Knowledge of languages,        Nilo-Saharan languages; n.i.e.,,10,,0,,0,,4555,,2240,,2315,
Knowledge of languages,      Sign languages,,35,,10,,20,,48115,,18985,,29130,
Knowledge of languages,        American Sign Language,,30,,10,,20,,21930,,7780,,14155,
Knowledge of languages,        Quebec Sign Language,,0,,0,,0,,4665,,1665,,3005,
Knowledge of languages,        Sign languages; n.i.e.,,0,,0,,0,,22275,,9835,,12440,
Knowledge of languages,      Sino-Tibetan languages,,985,,465,,520,,1430440,,672100,,758340,
Knowledge of languages,        Chinese languages,,925,,435,,485,,1413110,,663465,,749640,
Knowledge of languages,          Cantonese,,360,,160,,200,,699125,,325840,,373285,
Knowledge of languages,          Hakka,,20,,0,,10,,12445,,5555,,6890,
Knowledge of languages,          Mandarin,,545,,250,,300,,814450,,377635,,436815,
Knowledge of languages,          Min Dong,,0,,0,,0,,1045,,440,,600,
Knowledge of languages,          Min Nan (Chaochow; Teochow; Fukien; Taiwanese),,25,,15,,10,,42840,,19005,,23835,
Knowledge of languages,          Wu (Shanghainese),,30,,25,,10,,16530,,7490,,9040,
Knowledge of languages,          Chinese; n.o.s.,,65,,50,,15,,41690,,19995,,21690,
Knowledge of languages,          Chinese languages; n.i.e.,,0,,0,,0,,590,,250,,340,
Knowledge of languages,        Tibeto-Burman languages,,85,,45,,40,,18270,,9100,,9175,
Knowledge of languages,          Burmese,,0,,0,,0,,4995,,2490,,2500,
Knowledge of languages,          Karenic languages,,0,,0,,0,,4895,,2425,,2475,
Knowledge of languages,          Tibetan,,70,,35,,35,,7050,,3555,,3490,
Knowledge of languages,          Tibeto-Burman languages; n.i.e.,,15,,10,,0,,2375,,1160,,1220,
Knowledge of languages,      Tai-Kadai languages,,25,,15,,10,,30400,,13210,,17195,
Knowledge of languages,        Lao,,10,,10,,0,,17235,,8240,,8990,
Knowledge of languages,        Thai,,15,,10,,0,,15390,,5875,,9520,
Knowledge of languages,        Tai-Kadai languages; n.i.e.,,0,,0,,0,,115,,50,,65,
Knowledge of languages,      Turkic languages,,100,,55,,40,,60530,,31585,,28945,
Knowledge of languages,        Azerbaijani,,10,,0,,0,,5450,,2885,,2565,
Knowledge of languages,        Turkish,,90,,45,,40,,50775,,26605,,24165,
Knowledge of languages,        Uyghur,,0,,0,,0,,1385,,685,,700,
Knowledge of languages,        Uzbek,,0,,0,,0,,2465,,1230,,1235,
Knowledge of languages,        Turkic languages; n.i.e.,,0,,0,,10,,1870,,905,,965,
Knowledge of languages,      Uralic languages,,85,,60,,30,,94810,,44270,,50545,
Knowledge of languages,        Estonian,,0,,0,,0,,6070,,2750,,3315,
Knowledge of languages,        Finnish,,10,,10,,0,,17595,,7540,,10050,
Knowledge of languages,        Hungarian,,80,,45,,30,,71285,,34005,,37280,
Knowledge of languages,        Uralic languages; n.i.e.,,0,,0,,0,,25,,10,,10,
Knowledge of languages,      Other languages; n.i.e.,,70,,35,,35,,9730,,5375,,4355,
Citizenship,Total - Citizenship for the population in private households - 25% sample data,45,20285,,10550,,9735,,34460065,,16971580,,17488490,
Citizenship,  Canadian citizens,46,15770,,8225,,7550,,32034590,,15799495,,16235090,
Citizenship,    Canadian citizens aged under 18,,2610,,1335,,1275,,6652795,,3412785,,3240010,
Citizenship,    Canadian citizens aged 18 and over,,13160,,6890,,6270,,25381795,,12386710,,12995080,
Citizenship,  Not Canadian citizens,47,4515,,2325,,2190,,2425480,,1172085,,1253400,
Immigrant status and period of immigration,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,48,20285,,10545,,9735,,34460065,,16971575,,17488485,
Immigrant status and period of immigration,  Non-immigrants,49,8820,,4900,,3920,,26412610,,13124325,,13288290,
Immigrant status and period of immigration,  Immigrants,50,10135,,4910,,5220,,7540830,,3586495,,3954330,
Immigrant status and period of immigration,    Before 1981,,1260,,635,,625,,1941510,,927795,,1013715,
Immigrant status and period of immigration,    1981 to 1990,,1200,,585,,615,,915555,,439245,,476310,
Immigrant status and period of immigration,    1991 to 2000,,2255,,1025,,1225,,1486655,,696720,,789940,
Immigrant status and period of immigration,    2001 to 2010,,3010,,1465,,1545,,1985035,,940570,,1044465,
Immigrant status and period of immigration,      2001 to 2005,,1380,,640,,745,,928935,,439890,,489050,
Immigrant status and period of immigration,      2006 to 2010,,1625,,830,,795,,1056095,,500680,,555415,
Immigrant status and period of immigration,    2011 to 2016,51,2410,,1200,,1205,,1212075,,582175,,629895,
Immigrant status and period of immigration,  Non-permanent residents,52,1330,,735,,595,,506625,,260755,,245870,
Age at immigration,Total - Age at immigration for the immigrant population in private households - 25% sample data,53,10135,,4915,,5220,,7540830,,3586500,,3954335,
Age at immigration,  Under 5 years,,705,,380,,320,,731340,,364165,,367175,
Age at immigration,  5 to 14 years,,1165,,610,,555,,1311810,,665870,,645945,
Age at immigration,  15 to 24 years,,1810,,885,,925,,1604430,,724430,,880005,
Age at immigration,  25 to 44 years,,5395,,2575,,2820,,3198920,,1513970,,1684950,
Age at immigration,  45 years and over,,1065,,460,,605,,694320,,318060,,376260,
Immigrants by selected place of birth,Total - Selected places of birth for the immigrant population in private households - 25% sample data,54,10135,,4910,,5220,,7540830,,3586495,,3954330,
Immigrants by selected place of birth,  Americas,,1335,,695,,640,,1128745,,510650,,618100,
Immigrants by selected place of birth,    Brazil,,75,,50,,20,,29320,,13235,,16080,
Immigrants by selected place of birth,    Colombia,,75,,45,,35,,70035,,32065,,37965,
Immigrants by selected place of birth,    El Salvador,,35,,20,,15,,48080,,23865,,24215,
Immigrants by selected place of birth,    Guyana,,140,,55,,85,,87685,,38940,,48745,
Immigrants by selected place of birth,    Haiti,,10,,0,,10,,93480,,40955,,52525,
Immigrants by selected place of birth,    Jamaica,,180,,120,,60,,138345,,59960,,78390,
Immigrants by selected place of birth,    Mexico,,90,,35,,50,,80585,,37530,,43055,
Immigrants by selected place of birth,    Peru,,35,,25,,10,,29615,,12950,,16665,
Immigrants by selected place of birth,    Trinidad and Tobago,,150,,60,,90,,65040,,29325,,35710,
Immigrants by selected place of birth,    United States,55,220,,115,,110,,253715,,113505,,140215,
Immigrants by selected place of birth,    Other places of birth in Americas,,335,,165,,170,,232850,,108325,,124530,
Immigrants by selected place of birth,  Europe,,1300,,705,,595,,2088410,,1015145,,1073260,
Immigrants by selected place of birth,    Bosnia and Herzegovina,,25,,10,,25,,36135,,18050,,18085,
Immigrants by selected place of birth,    Croatia,,40,,20,,20,,40045,,20005,,20035,
Immigrants by selected place of birth,    France,,35,,25,,10,,105565,,55395,,50170,
Immigrants by selected place of birth,    Germany,,70,,35,,40,,145845,,69525,,76320,
Immigrants by selected place of birth,    Greece,,30,,15,,10,,62715,,31580,,31135,
Immigrants by selected place of birth,    Hungary,,60,,35,,25,,36820,,17945,,18875,
Immigrants by selected place of birth,    Ireland,56,10,,10,,10,,28325,,14355,,13970,
Immigrants by selected place of birth,    Italy,,15,,10,,0,,236640,,118595,,118040,
Immigrants by selected place of birth,    Netherlands,,45,,30,,15,,88475,,45185,,43295,
Immigrants by selected place of birth,    Poland,,95,,35,,55,,146465,,66450,,80020,
Immigrants by selected place of birth,    Portugal,,35,,15,,20,,139450,,68150,,71300,
Immigrants by selected place of birth,    Romania,,35,,15,,25,,90305,,42795,,47510,
Immigrants by selected place of birth,    Russian Federation,,170,,75,,95,,78685,,34265,,44420,
Immigrants by selected place of birth,    Serbia,57,60,,40,,25,,33320,,16325,,17000,
Immigrants by selected place of birth,    Ukraine,,50,,30,,15,,73030,,33360,,39665,
Immigrants by selected place of birth,    United Kingdom,58,325,,210,,115,,499115,,243225,,255890,
Immigrants by selected place of birth,    Other places of birth in Europe,,205,,110,,95,,247470,,119945,,127530,
Immigrants by selected place of birth,  Africa,,1135,,525,,610,,637485,,322510,,314970,
Immigrants by selected place of birth,    Algeria,,10,,10,,0,,64620,,33920,,30705,
Immigrants by selected place of birth,    Egypt,,70,,45,,30,,64615,,34125,,30495,
Immigrants by selected place of birth,    Ethiopia,,440,,200,,240,,32790,,15980,,16810,
Immigrants by selected place of birth,    Kenya,,30,,10,,15,,27150,,12810,,14340,
Immigrants by selected place of birth,    Morocco,,45,,25,,15,,69655,,36120,,33535,
Immigrants by selected place of birth,    Nigeria,,30,,10,,20,,42430,,21830,,20600,
Immigrants by selected place of birth,    Somalia,,85,,40,,50,,27230,,12070,,15160,
Immigrants by selected place of birth,    South Africa; Republic of,,20,,10,,10,,44660,,22205,,22460,
Immigrants by selected place of birth,    Other places of birth in Africa,,410,,180,,230,,264320,,133450,,130870,
Immigrants by selected place of birth,  Asia,,6345,,2985,,3360,,3629160,,1709985,,1919175,
Immigrants by selected place of birth,    Afghanistan,,55,,30,,25,,51955,,26030,,25930,
Immigrants by selected place of birth,    Bangladesh,,260,,140,,125,,58735,,29875,,28865,
Immigrants by selected place of birth,    China,59,475,,220,,255,,649260,,290800,,358460,
Immigrants by selected place of birth,    Hong Kong,60,40,,20,,20,,208940,,98020,,110915,
Immigrants by selected place of birth,    India,,700,,405,,295,,668565,,334030,,334540,
Immigrants by selected place of birth,    Iran,61,210,,140,,65,,154425,,77970,,76455,
Immigrants by selected place of birth,    Iraq,,35,,25,,10,,68485,,34785,,33705,
Immigrants by selected place of birth,    Japan,,20,,0,,20,,27240,,7955,,19285,
Immigrants by selected place of birth,    Korea; South,62,185,,95,,90,,123305,,57170,,66140,
Immigrants by selected place of birth,    Lebanon,,25,,20,,10,,88745,,47295,,41450,
Immigrants by selected place of birth,    Pakistan,,205,,115,,90,,202260,,103225,,99035,
Immigrants by selected place of birth,    Philippines,,2415,,920,,1490,,588305,,247095,,341210,
Immigrants by selected place of birth,    Sri Lanka,,585,,300,,285,,131995,,64825,,67170,
Immigrants by selected place of birth,    Syria,63,35,,20,,20,,52960,,26595,,26365,
Immigrants by selected place of birth,    Taiwan,,10,,0,,0,,63770,,28170,,35605,
Immigrants by selected place of birth,    Viet Nam,,160,,70,,90,,169250,,78000,,91250,
Immigrants by selected place of birth,    Other places of birth in Asia,,935,,475,,470,,320965,,158150,,162815,
Immigrants by selected place of birth,  Oceania and other places of birth,64,20,,10,,10,,57030,,28210,,28825,
Recent immigrants by selected places of birth,Total - Selected places of birth for the recent immigrant population in private households - 25% sample data,54,2410,,1205,,1210,,1212075,,582180,,629895,
Recent immigrants by selected places of birth,  Americas,,225,,130,,100,,152595,,72870,,79720,
Recent immigrants by selected places of birth,    Brazil,,25,,15,,10,,8500,,4000,,4490,
Recent immigrants by selected places of birth,    Colombia,,15,,10,,10,,15300,,6885,,8415,
Recent immigrants by selected places of birth,    Cuba,,10,,0,,15,,5370,,2545,,2820,
Recent immigrants by selected places of birth,    Haiti,,0,,0,,0,,19985,,9160,,10830,
Recent immigrants by selected places of birth,    Jamaica,,25,,25,,0,,12495,,6680,,5820,
Recent immigrants by selected places of birth,    Mexico,,30,,10,,15,,18660,,9090,,9575,
Recent immigrants by selected places of birth,    United States,55,15,,10,,0,,33060,,16480,,16580,
Recent immigrants by selected places of birth,    Venezuela,65,40,,15,,20,,6425,,2990,,3435,
Recent immigrants by selected places of birth,    Other places of birth in Americas,,65,,40,,25,,32790,,15040,,17750,
Recent immigrants by selected places of birth,  Europe,,110,,60,,50,,140030,,70995,,69035,
Recent immigrants by selected places of birth,    France,,20,,20,,0,,24150,,13000,,11150,
Recent immigrants by selected places of birth,    Germany,,10,,0,,10,,6300,,3255,,3045,
Recent immigrants by selected places of birth,    Ireland,56,0,,0,,0,,5660,,3540,,2120,
Recent immigrants by selected places of birth,    Moldova,66,0,,0,,0,,5900,,2735,,3165,
Recent immigrants by selected places of birth,    Romania,,10,,0,,10,,7610,,3330,,4280,
Recent immigrants by selected places of birth,    Russian Federation,,15,,0,,15,,11565,,4485,,7080,
Recent immigrants by selected places of birth,    Ukraine,,10,,0,,10,,13425,,6015,,7410,
Recent immigrants by selected places of birth,    United Kingdom,58,15,,20,,0,,24445,,14235,,10215,
